Time[s], Channel 0, Channel 1, Channel 2, MIC DATA, LRCLK, buzzer, LED, Channel 7
0.000000000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.139075875000000, 1, 1, 1, 1, 1, 1, 0, 1
0.141077687500000, 1, 1, 1, 1, 1, 1, 1, 1
0.156984687500000, 1, 1, 1, 1, 1, 1, 0, 1
0.159002812500000, 1, 1, 1, 1, 1, 1, 1, 1
0.160970687500000, 1, 1, 1, 1, 1, 1, 0, 1
0.162977062500000, 1, 1, 1, 1, 1, 1, 1, 1
0.172917312500000, 1, 1, 1, 1, 1, 1, 0, 1
0.174911687500000, 1, 1, 1, 1, 1, 1, 1, 1
0.176893625000000, 1, 1, 1, 1, 1, 1, 0, 1
0.180890937500000, 1, 1, 1, 1, 1, 1, 1, 1
0.182861562500000, 1, 1, 1, 1, 1, 1, 0, 1
0.184863437500000, 1, 1, 1, 1, 1, 1, 1, 1
0.200780125000000, 1, 1, 1, 1, 1, 1, 0, 1
0.202784062500000, 1, 1, 1, 1, 1, 1, 1, 1
0.204754750000000, 1, 1, 1, 1, 1, 1, 0, 1
0.208746812500000, 1, 1, 1, 1, 1, 1, 1, 1
0.212716687500000, 1, 1, 1, 1, 1, 1, 0, 1
0.214717687500000, 1, 1, 1, 1, 1, 1, 1, 1
0.216696812500000, 1, 1, 1, 1, 1, 1, 0, 1
0.218698312500000, 1, 1, 1, 1, 1, 1, 1, 1
0.226647125000000, 1, 1, 1, 1, 1, 1, 0, 1
0.230639375000000, 1, 1, 1, 1, 1, 1, 1, 1
0.232620812500000, 1, 1, 1, 1, 1, 1, 0, 1
0.234628187500000, 1, 1, 1, 1, 1, 1, 1, 1
0.236600000000000, 1, 1, 1, 1, 1, 1, 0, 1
0.238600250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.242572375000000, 1, 1, 1, 1, 1, 1, 0, 1
0.246569125000000, 1, 1, 1, 1, 1, 1, 1, 1
0.248540000000000, 1, 1, 1, 1, 1, 1, 0, 1
0.250542312500000, 1, 1, 1, 1, 1, 1, 1, 1
0.260482500000000, 1, 1, 1, 1, 1, 1, 0, 1
0.262483437500000, 1, 1, 1, 1, 1, 1, 1, 1
0.264464375000000, 1, 1, 1, 1, 1, 1, 0, 1
0.268468500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.270435562500000, 1, 1, 1, 1, 1, 1, 0, 1
0.274425750000000, 1, 1, 1, 1, 1, 1, 1, 1
0.292325375000000, 1, 1, 1, 1, 1, 1, 0, 1
0.294327875000000, 1, 1, 1, 1, 1, 1, 1, 1
0.304268375000000, 1, 1, 1, 1, 1, 1, 0, 1
0.306268750000000, 1, 1, 1, 1, 1, 1, 1, 1
0.350854812500000, 1, 1, 1, 1, 1, 1, 0, 1
0.352859250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.362809312500000, 1, 1, 1, 1, 1, 1, 0, 1
0.364818625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.372773687500000, 1, 1, 1, 1, 1, 1, 0, 1
0.376773937500000, 1, 1, 1, 1, 1, 1, 1, 1
0.388717500000000, 1, 1, 1, 1, 1, 1, 0, 1
0.392718250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.394695437500000, 1, 1, 1, 1, 1, 1, 0, 1
0.396703250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.412632125000000, 1, 1, 1, 1, 1, 1, 0, 1
0.414641187500000, 1, 1, 1, 1, 1, 1, 1, 1
0.416617437500000, 1, 1, 1, 1, 1, 1, 0, 1
0.420618250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.424590000000000, 1, 1, 1, 1, 1, 1, 0, 1
0.426597437500000, 1, 1, 1, 1, 1, 1, 1, 1
0.428575687500000, 1, 1, 1, 1, 1, 1, 0, 1
0.430585625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.438539687500000, 1, 1, 1, 1, 1, 1, 0, 1
0.442540750000000, 1, 1, 1, 1, 1, 1, 1, 1
0.444518312500000, 1, 1, 1, 1, 1, 1, 0, 1
0.446525687500000, 1, 1, 1, 1, 1, 1, 1, 1
0.448507375000000, 1, 1, 1, 1, 1, 1, 0, 1
0.450512375000000, 1, 1, 1, 1, 1, 1, 1, 1
0.454482937500000, 1, 1, 1, 1, 1, 1, 0, 1
0.458483687500000, 1, 1, 1, 1, 1, 1, 1, 1
0.460462625000000, 1, 1, 1, 1, 1, 1, 0, 1
0.462471250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.478398187500000, 1, 1, 1, 1, 1, 1, 0, 1
0.480405625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.482387312500000, 1, 1, 1, 1, 1, 1, 0, 1
0.486384000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.492350687500000, 1, 1, 1, 1, 1, 1, 0, 1
0.496349562500000, 1, 1, 1, 1, 1, 1, 1, 1
0.504307812500000, 1, 1, 1, 1, 1, 1, 0, 1
0.506313312500000, 1, 1, 1, 1, 1, 1, 1, 1
0.522242750000000, 1, 1, 1, 1, 1, 1, 0, 1
0.524251500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.811972750000000, 1, 1, 1, 1, 1, 1, 0, 1
0.813975187500000, 1, 1, 1, 1, 1, 1, 1, 1
0.829881375000000, 1, 1, 1, 1, 1, 1, 0, 1
0.831895562500000, 1, 1, 1, 1, 1, 1, 1, 1
0.833865312500000, 1, 1, 1, 1, 1, 1, 0, 1
0.835988687500000, 1, 1, 1, 1, 1, 1, 1, 1
0.845809187500000, 1, 1, 1, 1, 1, 1, 0, 1
0.847809000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.849790812500000, 1, 1, 1, 1, 1, 1, 0, 1
0.853787500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.855873125000000, 1, 1, 1, 1, 1, 1, 0, 1
0.857760750000000, 1, 1, 1, 1, 1, 1, 1, 1
0.873666937500000, 1, 1, 1, 1, 1, 1, 0, 1
0.875808062500000, 1, 1, 1, 1, 1, 1, 1, 1
0.877650812500000, 1, 1, 1, 1, 1, 1, 0, 1
0.881643312500000, 1, 1, 1, 1, 1, 1, 1, 1
0.885613250000000, 1, 1, 1, 1, 1, 1, 0, 1
0.887614187500000, 1, 1, 1, 1, 1, 1, 1, 1
0.889594000000000, 1, 1, 1, 1, 1, 1, 0, 1
0.891594500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.899544125000000, 1, 1, 1, 1, 1, 1, 0, 1
0.903541937500000, 1, 1, 1, 1, 1, 1, 1, 1
0.905516625000000, 1, 1, 1, 1, 1, 1, 0, 1
0.907526125000000, 1, 1, 1, 1, 1, 1, 1, 1
0.909496500000000, 1, 1, 1, 1, 1, 1, 0, 1
0.911501500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.915605250000000, 1, 1, 1, 1, 1, 1, 0, 1
0.919466375000000, 1, 1, 1, 1, 1, 1, 1, 1
0.921437125000000, 1, 1, 1, 1, 1, 1, 0, 1
0.923439187500000, 1, 1, 1, 1, 1, 1, 1, 1
0.933379875000000, 1, 1, 1, 1, 1, 1, 0, 1
0.935546250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.937361875000000, 1, 1, 1, 1, 1, 1, 0, 1
0.941358937500000, 1, 1, 1, 1, 1, 1, 1, 1
0.943329562500000, 1, 1, 1, 1, 1, 1, 0, 1
0.947321750000000, 1, 1, 1, 1, 1, 1, 1, 1
0.965222375000000, 1, 1, 1, 1, 1, 1, 0, 1
0.967224500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.977165312500000, 1, 1, 1, 1, 1, 1, 0, 1
0.979166500000000, 1, 1, 1, 1, 1, 1, 1, 1
1.030714562500000, 1, 1, 1, 1, 1, 1, 0, 1
1.032722687500000, 1, 1, 1, 1, 1, 1, 1, 1
1.042672187500000, 1, 1, 1, 1, 1, 1, 0, 1
1.044679812500000, 1, 1, 1, 1, 1, 1, 1, 1
1.052636812500000, 1, 1, 1, 1, 1, 1, 0, 1
1.056637062500000, 1, 1, 1, 1, 1, 1, 1, 1
1.068581000000000, 1, 1, 1, 1, 1, 1, 0, 1
1.072581125000000, 1, 1, 1, 1, 1, 1, 1, 1
1.074559500000000, 1, 1, 1, 1, 1, 1, 0, 1
1.076566187500000, 1, 1, 1, 1, 1, 1, 1, 1
1.092497000000000, 1, 1, 1, 1, 1, 1, 0, 1
1.094502312500000, 1, 1, 1, 1, 1, 1, 1, 1
1.096481187500000, 1, 1, 1, 1, 1, 1, 0, 1
1.100481062500000, 1, 1, 1, 1, 1, 1, 1, 1
1.104452812500000, 1, 1, 1, 1, 1, 1, 0, 1
1.106463625000000, 1, 1, 1, 1, 1, 1, 1, 1
1.108438875000000, 1, 1, 1, 1, 1, 1, 0, 1
1.110446062500000, 1, 1, 1, 1, 1, 1, 1, 1
1.118404000000000, 1, 1, 1, 1, 1, 1, 0, 1
1.122404937500000, 1, 1, 1, 1, 1, 1, 1, 1
1.124382250000000, 1, 1, 1, 1, 1, 1, 0, 1
1.126389500000000, 1, 1, 1, 1, 1, 1, 1, 1
1.128367937500000, 1, 1, 1, 1, 1, 1, 0, 1
1.130375500000000, 1, 1, 1, 1, 1, 1, 1, 1
1.134346750000000, 1, 1, 1, 1, 1, 1, 0, 1
1.138346750000000, 1, 1, 1, 1, 1, 1, 1, 1
1.140324812500000, 1, 1, 1, 1, 1, 1, 0, 1
1.142334562500000, 1, 1, 1, 1, 1, 1, 1, 1
1.158261250000000, 1, 1, 1, 1, 1, 1, 0, 1
1.160268750000000, 1, 1, 1, 1, 1, 1, 1, 1
1.162246937500000, 1, 1, 1, 1, 1, 1, 0, 1
1.166247625000000, 1, 1, 1, 1, 1, 1, 1, 1
1.172213500000000, 1, 1, 1, 1, 1, 1, 0, 1
1.176212187500000, 1, 1, 1, 1, 1, 1, 1, 1
1.184170125000000, 1, 1, 1, 1, 1, 1, 0, 1
1.186176875000000, 1, 1, 1, 1, 1, 1, 1, 1
1.202107000000000, 1, 1, 1, 1, 1, 1, 0, 1
1.204112500000000, 1, 1, 1, 1, 1, 1, 1, 1
1.477911687500000, 1, 1, 1, 1, 1, 1, 0, 1
1.479914500000000, 1, 1, 1, 1, 1, 1, 1, 1
1.495821000000000, 1, 1, 1, 1, 1, 1, 0, 1
1.497834187500000, 1, 1, 1, 1, 1, 1, 1, 1
1.499804875000000, 1, 1, 1, 1, 1, 1, 0, 1
1.501807250000000, 1, 1, 1, 1, 1, 1, 1, 1
1.511747875000000, 1, 1, 1, 1, 1, 1, 0, 1
1.513748562500000, 1, 1, 1, 1, 1, 1, 1, 1
1.515729687500000, 1, 1, 1, 1, 1, 1, 0, 1
1.519728625000000, 1, 1, 1, 1, 1, 1, 1, 1
1.521697687500000, 1, 1, 1, 1, 1, 1, 0, 1
1.523707687500000, 1, 1, 1, 1, 1, 1, 1, 1
1.539607125000000, 1, 1, 1, 1, 1, 1, 0, 1
1.541619812500000, 1, 1, 1, 1, 1, 1, 1, 1
1.543590312500000, 1, 1, 1, 1, 1, 1, 0, 1
1.547582062500000, 1, 1, 1, 1, 1, 1, 1, 1
1.551552562500000, 1, 1, 1, 1, 1, 1, 0, 1
1.553554125000000, 1, 1, 1, 1, 1, 1, 1, 1
1.555533500000000, 1, 1, 1, 1, 1, 1, 0, 1
1.557534187500000, 1, 1, 1, 1, 1, 1, 1, 1
1.565483500000000, 1, 1, 1, 1, 1, 1, 0, 1
1.569475375000000, 1, 1, 1, 1, 1, 1, 1, 1
1.571455875000000, 1, 1, 1, 1, 1, 1, 0, 1
1.573456000000000, 1, 1, 1, 1, 1, 1, 1, 1
1.575435500000000, 1, 1, 1, 1, 1, 1, 0, 1
1.577436812500000, 1, 1, 1, 1, 1, 1, 1, 1
1.581409812500000, 1, 1, 1, 1, 1, 1, 0, 1
1.585405000000000, 1, 1, 1, 1, 1, 1, 1, 1
1.587375812500000, 1, 1, 1, 1, 1, 1, 0, 1
1.589378000000000, 1, 1, 1, 1, 1, 1, 1, 1
1.599319125000000, 1, 1, 1, 1, 1, 1, 0, 1
1.601320187500000, 1, 1, 1, 1, 1, 1, 1, 1
1.603301062500000, 1, 1, 1, 1, 1, 1, 0, 1
1.607299125000000, 1, 1, 1, 1, 1, 1, 1, 1
1.609268500000000, 1, 1, 1, 1, 1, 1, 0, 1
1.613262000000000, 1, 1, 1, 1, 1, 1, 1, 1
1.631161375000000, 1, 1, 1, 1, 1, 1, 0, 1
1.633169875000000, 1, 1, 1, 1, 1, 1, 1, 1
1.643104812500000, 1, 1, 1, 1, 1, 1, 0, 1
1.645105625000000, 1, 1, 1, 1, 1, 1, 1, 1
1.689322500000000, 1, 1, 1, 1, 1, 1, 0, 1
1.691327937500000, 1, 1, 1, 1, 1, 1, 1, 1
1.701277562500000, 1, 1, 1, 1, 1, 1, 0, 1
1.703285375000000, 1, 1, 1, 1, 1, 1, 1, 1
1.711243562500000, 1, 1, 1, 1, 1, 1, 0, 1
1.715243125000000, 1, 1, 1, 1, 1, 1, 1, 1
1.727187375000000, 1, 1, 1, 1, 1, 1, 0, 1
1.731188125000000, 1, 1, 1, 1, 1, 1, 1, 1
1.733164375000000, 1, 1, 1, 1, 1, 1, 0, 1
1.735171687500000, 1, 1, 1, 1, 1, 1, 1, 1
1.751100875000000, 1, 1, 1, 1, 1, 1, 0, 1
1.753110187500000, 1, 1, 1, 1, 1, 1, 1, 1
1.755086125000000, 1, 1, 1, 1, 1, 1, 0, 1
1.759089937500000, 1, 1, 1, 1, 1, 1, 1, 1
1.763060250000000, 1, 1, 1, 1, 1, 1, 0, 1
1.765067437500000, 1, 1, 1, 1, 1, 1, 1, 1
1.767045062500000, 1, 1, 1, 1, 1, 1, 0, 1
1.769054000000000, 1, 1, 1, 1, 1, 1, 1, 1
1.777009375000000, 1, 1, 1, 1, 1, 1, 0, 1
1.781010375000000, 1, 1, 1, 1, 1, 1, 1, 1
1.782987625000000, 1, 1, 1, 1, 1, 1, 0, 1
1.784995500000000, 1, 1, 1, 1, 1, 1, 1, 1
1.786973062500000, 1, 1, 1, 1, 1, 1, 0, 1
1.788981937500000, 1, 1, 1, 1, 1, 1, 1, 1
1.792953625000000, 1, 1, 1, 1, 1, 1, 0, 1
1.796953500000000, 1, 1, 1, 1, 1, 1, 1, 1
1.798933375000000, 1, 1, 1, 1, 1, 1, 0, 1
1.800940437500000, 1, 1, 1, 1, 1, 1, 1, 1
1.816866812500000, 1, 1, 1, 1, 1, 1, 0, 1
1.818875250000000, 1, 1, 1, 1, 1, 1, 1, 1
1.820855812500000, 1, 1, 1, 1, 1, 1, 0, 1
1.824853187500000, 1, 1, 1, 1, 1, 1, 1, 1
1.830818437500000, 1, 1, 1, 1, 1, 1, 0, 1
1.834817562500000, 1, 1, 1, 1, 1, 1, 1, 1
1.842775062500000, 1, 1, 1, 1, 1, 1, 0, 1
1.844785125000000, 1, 1, 1, 1, 1, 1, 1, 1
1.860711000000000, 1, 1, 1, 1, 1, 1, 0, 1
1.862718125000000, 1, 1, 1, 1, 1, 1, 1, 1
2.140475687500000, 1, 1, 1, 1, 1, 1, 0, 1
2.142477937500000, 1, 1, 1, 1, 1, 1, 1, 1
2.158391437500000, 1, 1, 1, 1, 1, 1, 0, 1
2.160397562500000, 1, 1, 1, 1, 1, 1, 1, 1
2.162368625000000, 1, 1, 1, 1, 1, 1, 0, 1
2.164371187500000, 1, 1, 1, 1, 1, 1, 1, 1
2.174311750000000, 1, 1, 1, 1, 1, 1, 0, 1
2.176312312500000, 1, 1, 1, 1, 1, 1, 1, 1
2.178293750000000, 1, 1, 1, 1, 1, 1, 0, 1
2.182290875000000, 1, 1, 1, 1, 1, 1, 1, 1
2.184261500000000, 1, 1, 1, 1, 1, 1, 0, 1
2.186263875000000, 1, 1, 1, 1, 1, 1, 1, 1
2.202170375000000, 1, 1, 1, 1, 1, 1, 0, 1
2.204193062500000, 1, 1, 1, 1, 1, 1, 1, 1
2.206154312500000, 1, 1, 1, 1, 1, 1, 0, 1
2.210146562500000, 1, 1, 1, 1, 1, 1, 1, 1
2.214116312500000, 1, 1, 1, 1, 1, 1, 0, 1
2.216118375000000, 1, 1, 1, 1, 1, 1, 1, 1
2.218096875000000, 1, 1, 1, 1, 1, 1, 0, 1
2.220098125000000, 1, 1, 1, 1, 1, 1, 1, 1
2.228053625000000, 1, 1, 1, 1, 1, 1, 0, 1
2.232039312500000, 1, 1, 1, 1, 1, 1, 1, 1
2.234019687500000, 1, 1, 1, 1, 1, 1, 0, 1
2.236020000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.237999875000000, 1, 1, 1, 1, 1, 1, 0, 1
2.240000062500000, 1, 1, 1, 1, 1, 1, 1, 1
2.243972375000000, 1, 1, 1, 1, 1, 1, 0, 1
2.247969312500000, 1, 1, 1, 1, 1, 1, 1, 1
2.249939687500000, 1, 1, 1, 1, 1, 1, 0, 1
2.251941687500000, 1, 1, 1, 1, 1, 1, 1, 1
2.261888625000000, 1, 1, 1, 1, 1, 1, 0, 1
2.263883750000000, 1, 1, 1, 1, 1, 1, 1, 1
2.265865000000000, 1, 1, 1, 1, 1, 1, 0, 1
2.269872312500000, 1, 1, 1, 1, 1, 1, 1, 1
2.271833062500000, 1, 1, 1, 1, 1, 1, 0, 1
2.275937500000000, 1, 1, 1, 1, 1, 1, 1, 1
2.293725937500000, 1, 1, 1, 1, 1, 1, 0, 1
2.295839000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.305677562500000, 1, 1, 1, 1, 1, 1, 0, 1
2.307669625000000, 1, 1, 1, 1, 1, 1, 1, 1
2.355721625000000, 1, 1, 1, 1, 1, 1, 0, 1
2.357726000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.367677000000000, 1, 1, 1, 1, 1, 1, 0, 1
2.369684125000000, 1, 1, 1, 1, 1, 1, 1, 1
2.377640812500000, 1, 1, 1, 1, 1, 1, 0, 1
2.381642312500000, 1, 1, 1, 1, 1, 1, 1, 1
2.393584187500000, 1, 1, 1, 1, 1, 1, 0, 1
2.397585750000000, 1, 1, 1, 1, 1, 1, 1, 1
2.399563625000000, 1, 1, 1, 1, 1, 1, 0, 1
2.401570500000000, 1, 1, 1, 1, 1, 1, 1, 1
2.417498750000000, 1, 1, 1, 1, 1, 1, 0, 1
2.419508687500000, 1, 1, 1, 1, 1, 1, 1, 1
2.421484625000000, 1, 1, 1, 1, 1, 1, 0, 1
2.425485187500000, 1, 1, 1, 1, 1, 1, 1, 1
2.429456125000000, 1, 1, 1, 1, 1, 1, 0, 1
2.431465625000000, 1, 1, 1, 1, 1, 1, 1, 1
2.433442437500000, 1, 1, 1, 1, 1, 1, 0, 1
2.435450187500000, 1, 1, 1, 1, 1, 1, 1, 1
2.443407312500000, 1, 1, 1, 1, 1, 1, 0, 1
2.447408250000000, 1, 1, 1, 1, 1, 1, 1, 1
2.449386062500000, 1, 1, 1, 1, 1, 1, 0, 1
2.451392937500000, 1, 1, 1, 1, 1, 1, 1, 1
2.453371250000000, 1, 1, 1, 1, 1, 1, 0, 1
2.455378937500000, 1, 1, 1, 1, 1, 1, 1, 1
2.459352062500000, 1, 1, 1, 1, 1, 1, 0, 1
2.463351687500000, 1, 1, 1, 1, 1, 1, 1, 1
2.465329500000000, 1, 1, 1, 1, 1, 1, 0, 1
2.467339500000000, 1, 1, 1, 1, 1, 1, 1, 1
2.483268437500000, 1, 1, 1, 1, 1, 1, 0, 1
